ImageID,LabelName,OriginalURL,OriginalLandingURL,MaskPath,has_path,dataset,original_path,small_path
00ad17d214e32d2b,/m/0pcr,https://c4.staticflickr.com/8/7024/6603729719_e5b0553887_o.jpg,https://www.flickr.com/photos/snaks/6603729719,00ad17d214e32d2b_m0pcr_05ca58bf.png,True,train,../camelids/00ad17d214e32d2b_orig.png,
00ad17d214e32d2b,/m/0pcr,https://c4.staticflickr.com/8/7024/6603729719_e5b0553887_o.jpg,https://www.flickr.com/photos/snaks/6603729719,00ad17d214e32d2b_m0pcr_e6492cf1.png,True,train,../camelids/00ad17d214e32d2b_orig.png,
00ad17d214e32d2b,/m/0pcr,https://c4.staticflickr.com/8/7024/6603729719_e5b0553887_o.jpg,https://www.flickr.com/photos/snaks/6603729719,00ad17d214e32d2b_m0pcr_05ca58bf.png,True,train,../camelids/00ad17d214e32d2b_orig.png,
00ad17d214e32d2b,/m/0pcr,https://c4.staticflickr.com/8/7024/6603729719_e5b0553887_o.jpg,https://www.flickr.com/photos/snaks/6603729719,00ad17d214e32d2b_m0pcr_e6492cf1.png,True,train,../camelids/00ad17d214e32d2b_orig.png,
00ad17d214e32d2b,/m/0pcr,https://c4.staticflickr.com/8/7024/6603729719_e5b0553887_o.jpg,https://www.flickr.com/photos/snaks/6603729719,00ad17d214e32d2b_m0pcr_05ca58bf.png,True,train,../camelids/00ad17d214e32d2b_orig.png,
00ff1163ea950598,/m/01x_v,https://c1.staticflickr.com/3/2930/14238654893_8260809e25_o.jpg,https://www.flickr.com/photos/bontempscharly/14238654893,00ff1163ea950598_m01x_v_8f9337b2.png,True,train,../camelids/00ff1163ea950598_orig.png,
00ff1163ea950598,/m/01x_v,https://c1.staticflickr.com/3/2930/14238654893_8260809e25_o.jpg,https://www.flickr.com/photos/bontempscharly/14238654893,00ff1163ea950598_m01x_v_8d308e23.png,True,train,../camelids/00ff1163ea950598_orig.png,
00ff1163ea950598,/m/01x_v,https://c1.staticflickr.com/3/2930/14238654893_8260809e25_o.jpg,https://www.flickr.com/photos/bontempscharly/14238654893,00ff1163ea950598_m01x_v_8f9337b2.png,True,train,../camelids/00ff1163ea950598_orig.png,
00ff1163ea950598,/m/01x_v,https://c1.staticflickr.com/3/2930/14238654893_8260809e25_o.jpg,https://www.flickr.com/photos/bontempscharly/14238654893,00ff1163ea950598_m01x_v_8d308e23.png,True,train,../camelids/00ff1163ea950598_orig.png,
010e90db475b9e4f,/m/01x_v,https://c8.staticflickr.com/3/2884/11753460765_9e8cef0f2c_o.jpg,https://www.flickr.com/photos/mamnaimie/11753460765,010e90db475b9e4f_m01x_v_853e5808.png,True,train,../camelids/010e90db475b9e4f_orig.png,
0116d24f7c4167ae,/m/01x_v,https://c7.staticflickr.com/6/5516/14432167374_dae93ce9d2_o.jpg,https://www.flickr.com/photos/michaelrperry/14432167374,0116d24f7c4167ae_m01x_v_a3af54b3.png,True,train,../camelids/0116d24f7c4167ae_orig.png,
0116d24f7c4167ae,/m/0pcr,https://c7.staticflickr.com/6/5516/14432167374_dae93ce9d2_o.jpg,https://www.flickr.com/photos/michaelrperry/14432167374,0116d24f7c4167ae_m0pcr_5d9b4347.png,True,train,../camelids/0116d24f7c4167ae_orig.png,
0116d24f7c4167ae,/m/01x_v,https://c7.staticflickr.com/6/5516/14432167374_dae93ce9d2_o.jpg,https://www.flickr.com/photos/michaelrperry/14432167374,0116d24f7c4167ae_m01x_v_a3af54b3.png,True,train,../camelids/0116d24f7c4167ae_orig.png,
0116d24f7c4167ae,/m/0pcr,https://c7.staticflickr.com/6/5516/14432167374_dae93ce9d2_o.jpg,https://www.flickr.com/photos/michaelrperry/14432167374,0116d24f7c4167ae_m0pcr_5d9b4347.png,True,train,../camelids/0116d24f7c4167ae_orig.png,
014b0a5f3dc177a8,/m/01x_v,https://c1.staticflickr.com/5/4049/4565514097_6dcd20037d_o.jpg,https://www.flickr.com/photos/millsbaker/4565514097,014b0a5f3dc177a8_m01x_v_459dccad.png,True,train,../camelids/014b0a5f3dc177a8_orig.png,
015edd4126138e7a,/m/01x_v,https://c3.staticflickr.com/5/4044/4347108566_308426ff4a_o.jpg,https://www.flickr.com/photos/theyoungones/4347108566,015edd4126138e7a_m01x_v_d6bf7c9c.png,True,train,../camelids/015edd4126138e7a_orig.png,
017372995445ed77,/m/0pcr,https://farm8.staticflickr.com/5504/14246615349_6b92ec582f_o.jpg,https://www.flickr.com/photos/michaelrperry/14246615349,017372995445ed77_m0pcr_6731c654.png,True,train,../camelids/017372995445ed77_orig.png,
019b7570b5453e72,/m/0pcr,https://farm3.staticflickr.com/8449/8022024679_c271337d77_o.jpg,https://www.flickr.com/photos/cogdog/8022024679,019b7570b5453e72_m0pcr_4f2c32e8.png,True,train,../camelids/019b7570b5453e72_orig.png,
01cc2b4137a7e2b4,/m/01x_v,https://farm5.staticflickr.com/2149/2165023483_853f90cc12_o.jpg,https://www.flickr.com/photos/gloria_euyoque/2165023483,01cc2b4137a7e2b4_m01x_v_a6302588.png,True,train,../camelids/01cc2b4137a7e2b4_orig.png,
01d5030b1bb698d6,/m/01x_v,https://farm7.staticflickr.com/6076/6116220840_cba59a955f_o.jpg,https://www.flickr.com/photos/allandonque/6116220840,01d5030b1bb698d6_m01x_v_7ae225be.png,True,train,../camelids/01d5030b1bb698d6_orig.png,
01d9081dd68ee759,/m/01x_v,https://c2.staticflickr.com/3/2440/3731183099_3dc265e767_o.jpg,https://www.flickr.com/photos/26085795@N02/3731183099,01d9081dd68ee759_m01x_v_9a8e5918.png,True,train,../camelids/01d9081dd68ee759_orig.png,
01eb3a5ccd42918e,/m/01x_v,https://c7.staticflickr.com/8/7798/16741606104_7d9d8f0e6d_o.jpg,https://www.flickr.com/photos/francoiskarm/16741606104,01eb3a5ccd42918e_m01x_v_6ab84319.png,True,train,../camelids/01eb3a5ccd42918e_orig.png,
0215b972cb19e575,/m/01x_v,https://farm6.staticflickr.com/5565/14738054230_851ba4ee9c_o.jpg,https://www.flickr.com/photos/youngshanahan/14738054230,0215b972cb19e575_m01x_v_d0f8c92b.png,True,train,../camelids/0215b972cb19e575_orig.png,
0215fc43d3ae5508,/m/01x_v,https://c1.staticflickr.com/3/2130/1799680538_9a8a555f1d_o.jpg,https://www.flickr.com/photos/wonker/1799680538,0215fc43d3ae5508_m01x_v_4f075cb4.png,True,train,../camelids/0215fc43d3ae5508_orig.png,
021dc6b1716fbfae,/m/01x_v,https://c7.staticflickr.com/5/4064/4383441846_832c5c89fc_o.jpg,https://www.flickr.com/photos/ascafon/4383441846/,021dc6b1716fbfae_m01x_v_7cbc4ce0.png,True,train,../camelids/021dc6b1716fbfae_orig.png,
023e3ade6ba22c93,/m/0pcr,https://farm4.staticflickr.com/3600/3668406653_0025fd63c9_o.jpg,https://www.flickr.com/photos/mualphachi/3668406653,023e3ade6ba22c93_m0pcr_954033a7.png,True,train,../camelids/023e3ade6ba22c93_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_420c2476.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_9c4c79b8.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_2850b78e.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_940788ca.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_420c2476.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_9c4c79b8.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_2850b78e.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_940788ca.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_420c2476.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_9c4c79b8.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_2850b78e.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_940788ca.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_420c2476.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_9c4c79b8.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_2850b78e.png,True,train,../camelids/029e74ffe6214f52_orig.png,
029e74ffe6214f52,/m/01x_v,https://farm3.staticflickr.com/2155/1995932842_3fc7f9a190_o.jpg,https://www.flickr.com/photos/karenhorton/1995932842,029e74ffe6214f52_m01x_v_940788ca.png,True,train,../camelids/029e74ffe6214f52_orig.png,
02db256a75c9419a,/m/01x_v,https://c3.staticflickr.com/3/2874/12477220665_bdd503223a_o.jpg,https://www.flickr.com/photos/martius/12477220665,02db256a75c9419a_m01x_v_887df9aa.png,True,train,../camelids/02db256a75c9419a_orig.png,
03237ee58d16730e,/m/01x_v,https://c7.staticflickr.com/6/5600/15423448919_ae42bb27e8_o.jpg,https://www.flickr.com/photos/kars4kids/15423448919/,03237ee58d16730e_m01x_v_b09b2837.png,True,train,../camelids/03237ee58d16730e_orig.png,
033203dedbec3528,/m/01x_v,https://c1.staticflickr.com/9/8425/7814833932_f81c0b032d_o.jpg,https://www.flickr.com/photos/poeloq/7814833932,033203dedbec3528_m01x_v_96581140.png,True,train,../camelids/033203dedbec3528_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_0901f267.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_338730e7.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_fcef0e9c.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_0901f267.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_338730e7.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_fcef0e9c.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_0901f267.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_338730e7.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
033fbf59b2d0913e,/m/01x_v,https://c7.staticflickr.com/4/3611/3644053517_58c07aa8d8_o.jpg,https://www.flickr.com/photos/feserc/3644053517,033fbf59b2d0913e_m01x_v_fcef0e9c.png,True,train,../camelids/033fbf59b2d0913e_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_0f8fac4a.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_6a9cba1c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_a0aa565c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_c6d77e08.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_66180f16.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_0f8fac4a.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_6a9cba1c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_a0aa565c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_c6d77e08.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_66180f16.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_0f8fac4a.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_6a9cba1c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_a0aa565c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_c6d77e08.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_66180f16.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_0f8fac4a.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_6a9cba1c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_a0aa565c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_c6d77e08.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_66180f16.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_0f8fac4a.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_6a9cba1c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_a0aa565c.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_c6d77e08.png,True,train,../camelids/0346463867a297f4_orig.png,
0346463867a297f4,/m/0pcr,https://farm5.staticflickr.com/36/100443935_c044f2486e_o.jpg,https://www.flickr.com/photos/quinet/100443935,0346463867a297f4_m0pcr_66180f16.png,True,train,../camelids/0346463867a297f4_orig.png,
0347efb6bb5e030c,/m/01x_v,https://c5.staticflickr.com/8/7543/16220988011_680413e104_o.jpg,https://www.flickr.com/photos/nebulux/16220988011,0347efb6bb5e030c_m01x_v_3a6468a7.png,True,train,../camelids/0347efb6bb5e030c_orig.png,
035205673c0ae617,/m/01x_v,https://farm8.staticflickr.com/3641/3468060006_817d52b3c7_o.jpg,https://www.flickr.com/photos/27875041@N02/3468060006,035205673c0ae617_m01x_v_eb22d54b.png,True,train,../camelids/035205673c0ae617_orig.png,
035398ce8c287b56,/m/01x_v,https://farm7.staticflickr.com/6132/5923115362_c932c19982_o.jpg,https://www.flickr.com/photos/ogier300/5923115362,035398ce8c287b56_m01x_v_12ab17ae.png,True,train,../camelids/035398ce8c287b56_orig.png,
0360cce9a5222db4,/m/01x_v,https://farm5.staticflickr.com/5046/5275598386_4393f48e99_o.jpg,https://www.flickr.com/photos/gusilu/5275598386,0360cce9a5222db4_m01x_v_60bbd13e.png,True,train,../camelids/0360cce9a5222db4_orig.png,
037161afaa8bade4,/m/01x_v,https://farm5.staticflickr.com/7560/16016221601_25cb461a40_o.jpg,https://flickr.com/48776503@N05/16016221601,037161afaa8bade4_m01x_v_96d5892e.png,True,train,../camelids/037161afaa8bade4_orig.png,
037161afaa8bade4,/m/01x_v,https://farm5.staticflickr.com/7560/16016221601_25cb461a40_o.jpg,https://flickr.com/48776503@N05/16016221601,037161afaa8bade4_m01x_v_9e93ebdd.png,True,train,../camelids/037161afaa8bade4_orig.png,
037161afaa8bade4,/m/01x_v,https://farm5.staticflickr.com/7560/16016221601_25cb461a40_o.jpg,https://flickr.com/48776503@N05/16016221601,037161afaa8bade4_m01x_v_96d5892e.png,True,train,../camelids/037161afaa8bade4_orig.png,
037161afaa8bade4,/m/01x_v,https://farm5.staticflickr.com/7560/16016221601_25cb461a40_o.jpg,https://flickr.com/48776503@N05/16016221601,037161afaa8bade4_m01x_v_9e93ebdd.png,True,train,../camelids/037161afaa8bade4_orig.png,
038fae9e70c4c3f1,/m/0pcr,https://farm2.staticflickr.com/2805/8956108503_7a7005835b_o.jpg,https://www.flickr.com/photos/virtusincertus/8956108503,038fae9e70c4c3f1_m0pcr_7cd7ca23.png,True,train,../camelids/038fae9e70c4c3f1_orig.png,
038fae9e70c4c3f1,/m/0pcr,https://farm2.staticflickr.com/2805/8956108503_7a7005835b_o.jpg,https://www.flickr.com/photos/virtusincertus/8956108503,038fae9e70c4c3f1_m0pcr_389c738d.png,True,train,../camelids/038fae9e70c4c3f1_orig.png,
